729 4
583 707 42
583 94 34
583 58 17
583 158 23
584 447 35
584 405 3
584 658 12
584 620 2
585 496 33
585 657 20
585 381 35
585 625 8
586 25 17
586 24 3
586 186 12
586 615 19
587 552 10
587 294 10
587 703 45
587 56 48
588 650 42
588 298 36
588 518 14
588 295 40
589 677 26
589 61 48
589 88 9
589 614 25
590 240 4
590 34 11
590 273 11
590 339 47
591 253 13
591 216 8
591 478 29
591 252 12
592 613 0
592 204 20
592 500 43
592 610 12
593 432 25
593 58 23
593 37 19
593 424 46
594 34 7
594 530 34
594 96 7
594 723 49
595 591 6
595 524 34
595 670 13
595 586 1
596 72 30
596 196 15
596 564 7
596 422 12
597 45 20
597 304 20
597 532 44
597 368 29
598 448 38
598 264 14
598 513 32
598 99 32
599 4 32
599 555 4
599 456 40
599 458 50
600 26 10
600 515 50
600 21 12
600 449 9
601 446 32
601 471 4
601 537 36
601 429 38
602 255 43
602 10 12
602 201 17
602 74 30
603 457 43
603 391 8
603 41 48
603 396 21
604 628 3
604 464 16
604 15 13
604 313 30
605 183 19
605 285 33
605 661 47
605 224 11
606 294 30
606 14 4
606 363 40
606 509 34
607 693 27
607 57 48
607 553 21
607 601 33
608 378 36
608 316 0
608 275 11
608 35 26
609 568 50
609 180 29
609 360 24
609 573 21
610 447 15
610 428 36
610 166 25
610 129 9
611 178 33
611 471 41
611 391 23
611 215 32
612 574 17
612 215 3
612 137 7
612 39 4
613 530 25
613 684 7
613 662 38
613 397 15
614 400 2
614 37 38
614 426 21
614 286 4
615 296 18
615 235 49
615 333 34
615 238 45
616 171 44
616 430 43
616 475 21
616 342 28
617 376 10
617 77 25
617 670 32
617 514 22
618 527 28
618 521 40
618 37 25
618 506 45
619 200 27
619 265 23
619 653 8
619 501 1
620 82 43
620 481 27
620 315 49
620 17 35
621 180 2
621 341 29
621 336 23
621 609 22
622 204 42
622 663 32
622 193 4
622 718 9
623 197 36
623 691 33
623 432 49
623 616 35
624 407 6
624 599 8
624 218 33
624 612 20
625 593 11
625 632 33
625 640 24
625 149 2
626 182 49
626 65 48
626 170 1
626 481 7
627 550 9
627 313 12
627 251 30
627 560 8
628 325 36
628 376 1
628 318 13
628 430 6
629 687 30
629 703 17
629 563 46
629 311 27
630 290 45
630 422 13
630 194 30
630 523 25
631 635 21
631 61 12
631 375 50
631 598 12
632 281 16
632 113 17
632 137 27
632 360 21
633 106 11
633 475 5
633 701 49
633 595 40
634 168 6
634 678 20
634 686 50
634 439 30
635 254 6
635 152 0
635 343 4
635 85 43
636 673 42
636 164 28
636 262 10
636 236 45
637 452 20
637 537 33
637 454 39
637 27 11
638 97 47
638 411 26
638 30 21
638 261 16
639 5 32
639 167 37
639 71 10
639 49 49
640 138 46
640 174 27
640 594 46
640 251 36
641 292 6
641 114 32
641 139 44
641 290 45
642 170 41
642 713 5
642 483 26
642 383 8
643 106 3
643 321 46
643 280 8
643 533 34
644 148 43
644 493 20
644 681 14
644 272 34
645 299 2
645 560 22
645 193 18
645 554 19
646 248 21
646 580 49
646 193 45
646 144 34
647 2 9
647 265 44
647 538 39
647 599 5
648 558 34
648 107 32
648 110 43
648 565 31
649 111 30
649 404 41
649 659 10
649 350 19
650 145 7
650 368 13
650 338 2
650 700 0
651 478 0
651 321 40
651 527 9
651 212 23
652 306 7
652 168 3
652 195 9
652 263 50
653 14 42
653 341 43
653 314 43
653 304 7
654 141 28
654 567 48
654 211 26
654 694 19
655 592 36
655 102 7
655 191 32
655 691 2
656 429 8
656 349 16
656 358 37
656 434 13
657 175 2
657 393 49
657 199 10
657 709 1
658 468 22
658 148 17
658 680 36
658 626 3
659 13 34
659 0 39
659 434 9
659 616 39
660 207 44
660 491 18
660 105 22
660 318 2
661 532 39
661 562 18
661 236 30
661 74 46
662 401 39
662 360 28
662 688 29
662 666 23
663 479 27
663 390 40
663 87 24
663 572 1
664 367 5
664 300 24
664 661 7
664 250 0
665 174 9
665 171 30
665 500 18
665 223 40
666 514 13
666 210 29
666 61 47
666 584 50
667 617 29
667 279 36
667 430 50
667 670 21
668 679 47
668 305 40
668 489 10
668 161 43
669 182 35
669 24 31
669 528 38
669 390 39
670 500 40
670 290 32
670 348 31
670 583 10
671 320 15
671 112 42
671 58 12
671 107 0
672 717 2
672 359 37
672 504 20
672 529 20
673 27 46
673 209 3
673 119 48
673 320 50
674 586 23
674 369 19
674 370 44
674 540 9
675 91 21
675 313 38
675 632 8
675 485 50
676 669 47
676 257 6
676 388 25
676 629 29
677 516 32
677 139 28
677 684 7
677 701 33
678 224 29
678 343 13
678 560 21
678 694 32
679 315 43
679 670 24
679 397 7
679 234 32
680 602 11
680 580 1
680 670 32
680 206 43
681 115 45
681 667 21
681 143 23
681 584 30
682 21 31
682 54 26
682 157 47
682 189 41
683 416 10
683 258 38
683 10 26
683 407 41
684 388 15
684 538 45
684 682 50
684 26 38
685 665 45
685 512 18
685 434 22
685 37 35
686 539 15
686 160 13
686 49 26
686 26 3
687 393 40
687 356 11
687 319 30
687 125 20
688 402 34
688 708 24
688 679 34
688 562 47
689 358 29
689 560 47
689 585 32
689 294 45
690 653 2
690 573 22
690 583 38
690 188 16
691 123 34
691 36 16
691 138 5
691 511 47
692 243 33
692 336 43
692 412 36
692 574 30
693 33 1
693 330 24
693 0 50
693 36 37
694 538 48
694 455 13
694 148 34
694 288 2
695 61 26
695 611 16
695 41 39
695 27 49
696 699 8
696 69 50
696 512 5
696 494 25
697 409 4
697 12 9
697 347 24
697 493 43
698 251 17
698 553 41
698 237 13
698 268 17
699 426 14
699 494 16
699 716 38
699 524 9
700 330 45
700 644 29
700 420 42
700 576 2
701 592 41
701 618 3
701 643 23
701 382 22
702 423 11
702 102 28
702 384 22
702 505 17
703 631 5
703 378 13
703 238 33
703 497 15
704 380 36
704 594 10
704 456 40
704 630 8
705 224 20
705 721 18
705 133 27
705 241 32
706 473 37
706 372 30
706 364 46
706 219 40
707 628 41
707 164 28
707 568 32
707 596 48
708 340 46
708 518 24
708 712 50
708 333 41
709 50 46
709 642 42
709 462 44
709 192 0
710 550 8
710 326 41
710 323 23
710 532 10
711 678 42
711 191 12
711 337 44
711 105 0
712 305 42
712 158 8
712 187 18
712 107 3
713 360 47
713 301 40
713 478 7
713 15 31
714 342 11
714 486 15
714 212 11
714 429 14
715 10 41
715 697 25
715 239 42
715 609 35
716 493 1
716 624 2
716 249 17
716 577 45
717 398 4
717 354 44
717 219 48
717 545 30
718 152 27
718 95 27
718 667 5
718 240 39
719 396 30
719 377 9
719 335 43
719 464 1
720 711 2
720 386 30
720 451 17
720 706 6
721 329 18
721 565 38
721 464 20
721 686 14
722 640 6
722 494 0
722 189 31
722 441 34
723 397 16
723 101 38
723 9 46
723 621 36
724 506 46
724 15 15
724 536 25
724 409 22
725 131 33
725 683 30
725 694 43
725 368 42
726 240 47
726 21 9
726 387 47
726 420 10
727 608 4
727 686 7
727 296 10
727 308 1
728 637 20
728 215 0
728 161 50
728 533 50
